Sentence,Unit,UCP_ID,Number_UCP,Word_count_ST,Modality,UCPs,Errors,Points,Language,CSs,Creativity_Index
"""Frame that, and you'll have a picture a damn sight more honest than this one.""",damn sight more honest,17,1,15,2b,O,3,7,CA,0,-0.47
"""You're a gloomy old duck, aren't you?"" said the orderly.",gloomy old duck,18,1,10,2b,CSM,1,1,CA,1,0.90
"""If you don't like it here, Grandpa..."" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call.",Grandpa,19,1,32,2b,R,5,13,CA,0,-0.41
"The zero in the telephone number he pronounced ""naught.""","The zero in the telephone number he pronounced ""naught.""",20,1,9,2b,E,1,15,CA,0,-1.67
"The number was: ""2 B R 0 2 B.""",2BR02B,21,1,9,2b,R,1,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",sobriquets,22,1,32,2b,R,14,70,CA,0,-2.19
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Easy-go,23,1,32,2b,R,0,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""","Good-by, Mother",24,1,32,2b,R,0,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Kiss-me-quick,25,1,32,2b,R,0,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Weep-no-more,26,1,32,2b,R,0,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Why Worry?,27,1,32,2b,R,0,0,CA,0,0.00
"""To be or not to be"" was the telephone number of the municipal gas chambers of the Federal Bureau of Termination.","""To be or not to be""",28,1,21,2b,R,0,0,CA,0,0.00
"""Messy business, Grandpa.","Messy business, Granpa",29,1,3,2b,CSC,0,0,CA,1,1.00
The painter expressed with an obscenity his lack of concern for the tribulations of his survivors.,expressed with an obscenity,30,1,16,2b,R,0,0,CA,0,0.00
"A coarse, formidable woman strode into the waiting room on spike heels.","coarse, formidable woman",31,1,12,2b,R,3,3,CA,0,-0.25
"The medallion on her purple musette bag was the seal of the Service Division of the Federal Bureau of Termination, an eagle perched on a turnstile.",musette bag,32,1,26,2b,R,0,0,CA,0,0.00
"""A lot would depend on what your business was,"" he said.",what your business was,33,1,11,2b,R,2,6,CA,0,-0.55
"""And you dunk people,"" he said.",dunk people,34,1,6,2b,R,1,15,CA,0,-2.50
You're entitled to be immortalized.,entitled to be immortalized,35,1,5,2b,R,1,5,CA,0,-1.00
"""Gee,"" she said, ""they're all the same to me.""",Gee,36,1,9,2b,CSM,1,1,CA,1,0.89
"""A body's a body, eh?"" he said, ""All righty.","A body's a body, eh?",37,1,9,2b,R,0,0,CA,0,0.00
He indicated a faceless figure of a woman who was carrying dried stalks to a trash-burner.,faceless figure,38,1,16,2b,R,1,1,CA,0,-0.06
"""Well,"" said Leora Duncan, ""that's more the disposal people, isn't it?",disposal people,39,1,11,2b,R,1,5,CA,0,-0.45
The painter clapped his hands in mock delight.,in mock delight,40,1,8,2b,R,1,5,CA,0,-0.63
Of course the sheave-carrier is wrong for a hostess!,sheave-carrier,41,1,9,2b,R,2,6,CA,0,-0.67
"A snipper, a pruner—that's more your line.""",a pruner,42,1,7,2b,CSM,2,2,CA,1,0.71
"""Gosh—"" she said, and she blushed and became humble—""that—that puts me right next to Dr. Hitz.""",Gosh,43,1,16,2b,R,3,7,CA,0,-0.44
"""Good gravy, no!"" she said.",Good gravy,44,1,5,2b,R,1,5,CA,0,-1.00
"He was seven feet tall, and he boomed with importance, accomplishments, and the joy of living.",seven feet tall,45,1,16,2b,CSM,0,0,CA,1,1.00
She was exclaiming over the legal implications of triplets.,exclaiming over the legal implications of triplets,46,1,9,2b,R,1,1,CA,0,-0.11
"""Last I heard,"" said Dr. Hitz, ""they had one, and were trying to scrape another two up.""",to scrape another two up,47,1,17,2b,R,2,6,CA,0,-0.35
"Nothing but singles going through today, unless somebody called in after I left.",singles going through,48,1,13,2b,R,2,10,CA,0,-0.77
"He raised his right hand, looked at a spot on the wall, gave a hoarsely wretched chuckle.",hoarsely wretched chuckle,49,1,17,2b,R,1,1,CA,0,-0.06
"""I think it's perfectly keen,"" said Wehling tautly.",it's perflect keen,50,1,8,2b,R,0,0,CA,0,0.00
"""I think it's perfectly keen,"" said Wehling tautly.",tautly,51,1,8,2b,R,1,5,CA,0,-0.63
"""I should have said, 'Ethical Suicide Studios,'"" he said.",Ethical Suicide Studios,52,1,9,2b,R,1,1,CA,0,-0.11
"""It's only death,"" he said to her as she fell.",It's only death,53,1,10,2b,R,0,0,CA,0,0.00
"The painter pondered the mournful puzzle of life demanding to be born and, once born, demanding to be fruitful ... to multiply and to live as long as possible—to do all that on a very small planet that would have to last forever.",the mournful puzzle of life,54,1,43,2b,R,2,6,CA,0,-0.14
2BR02B,2BR02B,1,1,1,3a,E,1,15,CA,0,-15.00
Everything was perfectly swell.,perfectly swell,2,1,4,3a,R,0,0,CA,0,0.00
So was old age.,So was old age,3,1,4,3a,R,0,0,CA,0,0.00
"One bright morning in the Chicago Lying-in Hospital, a man named Edward K. Wehling, Jr., waited for his wife to give birth.",Chicago Lying-in Hospital,4,1,22,3a,R,3,3,CA,0,-0.14
He was the only man waiting.,the only man waiting,5,1,6,3a,R,0,0,CA,0,0.00
"Wehling was fifty-six, a mere stripling in a population whose average age was one hundred and twenty-nine.",a mere stripling,6,1,17,3a,R,0,0,CA,0,0.00
"His camouflage was perfect, since the waiting room had a disorderly and demoralized air, too.",disorderly and demoralized air,7,1,15,3a,R,0,0,CA,0,0.00
The floor was paved with spattered dropcloths.,spattered dropcloths,8,1,7,3a,R,1,1,CA,0,-0.14
"Every plant had all the loam, light, water, air and nourishment it could use.","loam, light, water, air and nourishment",9,1,14,3a,R,1,1,CA,0,-0.07
Kiss this sad world toodle-oo.,Kiss this sad world toodle-oo.,10,1,5,3a,R,0,0,CA,0,0.00
He gave a satiric smile.,satiric smile,11,1,5,3a,R,0,0,CA,0,0.00
"""It's called 'The Happy Garden of Life,' you know.""",The Happy Garden of Life,12,1,9,3a,R,3,17,CA,0,-1.89
Hitz was a blindingly handsome man.,a blindingly handsome man,13,1,6,3a,R,0,0,CA,0,0.00
All blanks were to be filled with portraits of important people on either the hospital staff or from the Chicago Office of the Federal Bureau of Termination.,Chicago Office of the Federal Bureau of Termination,14,1,27,3a,R,0,0,CA,0,0.00
"""You think I'm proud of this daub?"" he said. ",this daub,15,1,10,3a,R,0,0,CA,0,0.00
The painter gestured at a foul dropcloth.,foul dropcloth,16,1,7,3a,R,1,1,CA,0,-0.14
"""Frame that, and you'll have a picture a damn sight more honest than this one.""",damn sight more honest,17,1,15,3a,O,1,1,CA,0,-0.07
"""You're a gloomy old duck, aren't you?"" said the orderly.",gloomy old duck,18,1,10,3a,CSM,1,1,CA,1,0.90
"""If you don't like it here, Grandpa..."" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call.",Grandpa,19,1,32,3a,R,5,13,CA,0,-0.41
"The zero in the telephone number he pronounced ""naught.""","The zero in the telephone number he pronounced ""naught.""",20,1,9,3a,E,1,15,CA,0,-1.67
"The number was: ""2 B R 0 2 B.""",2BR02B,21,1,9,3a,R,1,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",sobriquets,22,1,32,3a,R,14,70,CA,0,-2.19
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Easy-go,23,1,32,3a,R,0,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""","Good-by, Mother",24,1,32,3a,R,0,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Kiss-me-quick,25,1,32,3a,R,0,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Weep-no-more,26,1,32,3a,R,0,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Why Worry?,27,1,32,3a,R,0,0,CA,0,0.00
"""To be or not to be"" was the telephone number of the municipal gas chambers of the Federal Bureau of Termination.","""To be or not to be""",28,1,21,3a,R,0,0,CA,0,0.00
"""Messy business, Grandpa.","Messy business, Granpa",29,1,3,3a,R,1,1,CA,0,-0.33
The painter expressed with an obscenity his lack of concern for the tribulations of his survivors.,expressed with an obscenity,30,1,16,3a,R,0,0,CA,0,0.00
"A coarse, formidable woman strode into the waiting room on spike heels.","coarse, formidable woman",31,1,12,3a,R,2,2,CA,0,-0.17
"The medallion on her purple musette bag was the seal of the Service Division of the Federal Bureau of Termination, an eagle perched on a turnstile.",musette bag,32,1,26,3a,R,2,2,CA,0,-0.08
"""A lot would depend on what your business was,"" he said.",what your business was,33,1,11,3a,R,2,6,CA,0,-0.55
"""And you dunk people,"" he said.",dunk people,34,1,6,3a,R,1,15,CA,0,-2.50
You're entitled to be immortalized.,entitled to be immortalized,35,1,5,3a,R,0,0,CA,0,0.00
"""Gee,"" she said, ""they're all the same to me.""",Gee,36,1,9,3a,CSM,0,0,CA,1,1.00
"""A body's a body, eh?"" he said, ""All righty.","A body's a body, eh?",37,1,9,3a,R,0,0,CA,0,0.00
He indicated a faceless figure of a woman who was carrying dried stalks to a trash-burner.,faceless figure,38,1,16,3a,R,0,0,CA,0,0.00
"""Well,"" said Leora Duncan, ""that's more the disposal people, isn't it?",disposal people,39,1,11,3a,R,1,5,CA,0,-0.45
The painter clapped his hands in mock delight.,in mock delight,40,1,8,3a,R,1,5,CA,0,-0.63
Of course the sheave-carrier is wrong for a hostess!,sheave-carrier,41,1,9,3a,R,1,1,CA,0,-0.11
"A snipper, a pruner—that's more your line.""",a pruner,42,1,7,3a,R,1,1,CA,0,-0.14
"""Gosh—"" she said, and she blushed and became humble—""that—that puts me right next to Dr. Hitz.""",Gosh,43,1,16,3a,CSM,2,2,CA,1,0.88
"""Good gravy, no!"" she said.",Good gravy,44,1,5,3a,CSM,0,0,CA,1,1.00
"He was seven feet tall, and he boomed with importance, accomplishments, and the joy of living.",seven feet tall,45,1,16,3a,R,2,6,CA,0,-0.38
She was exclaiming over the legal implications of triplets.,exclaiming over the legal implications of triplets,46,1,9,3a,R,1,1,CA,0,-0.11
"""Last I heard,"" said Dr. Hitz, ""they had one, and were trying to scrape another two up.""",to scrape another two up,47,1,17,3a,R,2,6,CA,0,-0.35
"Nothing but singles going through today, unless somebody called in after I left.",singles going through,48,1,13,3a,R,2,10,CA,0,-0.77
"He raised his right hand, looked at a spot on the wall, gave a hoarsely wretched chuckle.",hoarsely wretched chuckle,49,1,17,3a,R,1,1,CA,0,-0.06
"""I think it's perfectly keen,"" said Wehling tautly.",it's perflect keen,50,1,8,3a,R,1,1,CA,0,-0.13
"""I think it's perfectly keen,"" said Wehling tautly.",tautly,51,1,8,3a,R,0,0,CA,0,0.00
"""I should have said, 'Ethical Suicide Studios,'"" he said.",Ethical Suicide Studios,52,1,9,3a,R,0,0,CA,0,0.00
"""It's only death,"" he said to her as she fell.",It's only death,53,1,10,3a,R,1,1,CA,0,-0.10
"The painter pondered the mournful puzzle of life demanding to be born and, once born, demanding to be fruitful ... to multiply and to live as long as possible—to do all that on a very small planet that would have to last forever.",the mournful puzzle of life,54,1,43,3a,R,0,0,CA,0,0.00
2BR02B,2BR02B,1,1,1,3b,E,1,15,CA,0,-15.00
Everything was perfectly swell.,perfectly swell,2,1,4,3b,R,1,1,CA,0,-0.25
So was old age.,So was old age,3,1,4,3b,R,0,0,CA,0,0.00
"One bright morning in the Chicago Lying-in Hospital, a man named Edward K. Wehling, Jr., waited for his wife to give birth.",Chicago Lying-in Hospital,4,1,22,3b,R,2,2,CA,0,-0.09
He was the only man waiting.,the only man waiting,5,1,6,3b,R,0,0,CA,0,0.00
"Wehling was fifty-six, a mere stripling in a population whose average age was one hundred and twenty-nine.",a mere stripling,6,1,17,3b,R,0,0,CA,0,0.00
"His camouflage was perfect, since the waiting room had a disorderly and demoralized air, too.",disorderly and demoralized air,7,1,15,3b,R,0,0,CA,0,0.00
The floor was paved with spattered dropcloths.,spattered dropcloths,8,1,7,3b,R,0,0,CA,0,0.00
"Every plant had all the loam, light, water, air and nourishment it could use.","loam, light, water, air and nourishment",9,1,14,3b,R,0,0,CA,0,0.00
Kiss this sad world toodle-oo.,Kiss this sad world toodle-oo.,10,1,5,3b,R,0,0,CA,0,0.00
He gave a satiric smile.,satiric smile,11,1,5,3b,R,0,0,CA,0,0.00
"""It's called 'The Happy Garden of Life,' you know.""",The Happy Garden of Life,12,1,9,3b,R,3,17,CA,0,-1.89
Hitz was a blindingly handsome man.,a blindingly handsome man,13,1,6,3b,R,0,0,CA,0,0.00
All blanks were to be filled with portraits of important people on either the hospital staff or from the Chicago Office of the Federal Bureau of Termination.,Chicago Office of the Federal Bureau of Termination,14,1,27,3b,R,0,0,CA,0,0.00
"""You think I'm proud of this daub?"" he said. ",this daub,15,1,10,3b,R,0,0,CA,0,0.00
The painter gestured at a foul dropcloth.,foul dropcloth,16,1,7,3b,R,1,1,CA,0,-0.14
"""Frame that, and you'll have a picture a damn sight more honest than this one.""",damn sight more honest,17,1,15,3b,O,1,1,CA,0,-0.07
"""You're a gloomy old duck, aren't you?"" said the orderly.",gloomy old duck,18,1,10,3b,CSM,1,1,CA,1,0.90
"""If you don't like it here, Grandpa..."" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call.",Grandpa,19,1,32,3b,R,5,13,CA,0,-0.41
"The zero in the telephone number he pronounced ""naught.""","The zero in the telephone number he pronounced ""naught.""",20,1,9,3b,E,1,15,CA,0,-1.67
"The number was: ""2 B R 0 2 B.""",2BR02B,21,1,9,3b,R,1,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",sobriquets,22,1,32,3b,R,14,70,CA,0,-2.19
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Easy-go,23,1,32,3b,R,0,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""","Good-by, Mother",24,1,32,3b,R,0,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Kiss-me-quick,25,1,32,3b,R,0,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Weep-no-more,26,1,32,3b,R,0,0,CA,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Why Worry?,27,1,32,3b,R,0,0,CA,0,0.00
